customer_city,order_volume,total_sales
bertopolis,1,82.12
bodo,1,84.57
boa vista do sul,1,46.22
boa vista do cadeado,1,464.98
boa vista do burica,1,252.09
boa vista das missoes,1,367.56
pirpirituba,1,1372.25
pires ferreira,1,43.79
piratini,1,87.64
pirapo,1,96.28999999999999
brejetuba,1,144.54
braunas,1,105.28
brasileia,1,139.53
brasilandia de minas,1,98.49
brasilandia,1,75.07
pirambu,1,305.77
pirajuba,1,152.61
pirai do norte,1,46.28
piracema,1,166.59
piquerobi,1,112.45
pio xii,1,546.03
pio ix,1,184.84
puxinana,1,271.03
purilandia,1,194.48000000000002
pureza,1,65.0
pugmil,1,148.15
prudencio thomaz,1,49.040000000000006
progresso,1,242.59
breves,1,710.19
brejolandia,1,34.78
brejoes,1,143.34
brejo grande,1,268.84
brejo dos santos,1,125.94
brejo do cruz,1,1217.78
brejo bonito,1,153.9
brejo,1,138.24
pinhotiba,1,77.57
quilometro 14 do mutum,1,66.00999999999999
querencia do norte,1,99.43
queixada,1,77.28999999999999
queiroz,1,58.9
quatro pontes,1,167.66
quatituba,1,114.85
brasopolis,1,115.89999999999999
bugre,1,209.3
picarras,1,170.84
picarra,1,1122.86
picada cafe,1,49.6
bertolinia,1,483.87
berizal,1,221.98000000000002
berilo,1,78.22
bequimao,1,386.15
benedito leite,1,134.12
bemposta,1,48.11
quipapa,1,272.99
pinhal da serra,1,35.0
pingo-d'agua,1,413.02000000000004
pindoretama,1,63.17999999999999
brotas de macaubas,1,185.62
britania,1,105.36999999999999
piacu,1,194.48000000000002
piacatu,1,74.13
pescador,1,44.42
perola independente,1,104.46000000000001
perobal,1,95.31
peri mirim,1,59.83
redencao do gurgueia,1,257.56
redencao da serra,1,106.23
ravena,1,86.72999999999999
rancho alegre d'oeste,1,149.29
rancho alegre,1,102.66000000000001
rainha do mar,1,82.03
buriti do tocantins,1,86.78999999999999
buriti alegre,1,48.22
buriti,1,229.91
buique,1,253.09
pavao,1,75.63
retirolandia,1,117.0
ressaquinha,1,229.07
reserva do iguacu,1,28.52
remigio,1,169.92000000000002
cabixi,1,234.5
cabeceiras,1,33.13
cabaceiras do paraguacu,1,48.69
pereiras,1,69.69
pequizeiro,1,253.98000000000002
pequi,1,197.5
peixe,1,117.16
pedro velho,1,99.11
pedro ii,1,127.77000000000001
pedro gomes,1,132.38
pianco,1,2324.99
paulistania,1,116.94
paula freitas,1,553.46
paula candido,1,168.19
pau d'arco,1,83.05
pau brasil,1,315.91999999999996
bela vista do maranhao,1,83.15
bela vista de minas,1,134.51
riachuelo,1,90.97
riacho de santo antonio,1,159.6
riacho da cruz,1,177.34
pedras altas,1,105.28
pedrao,1,343.71
pedranopolis,1,74.41
pedra menina,1,38.5
pedra lavrada,1,87.9
pedra do indaia,1,96.08
parnarama,1,217.82
parisi,1,46.34
paripueira,1,379.2
pareci novo,1,37.1
pardinho,1,355.06
paranhos,1,309.99
ribeiropolis,1,100.77000000000001
ribeiro junqueira,1,200.32999999999998
ribeirao cascalheira,1,67.39
ribeira do amparo,1,61.79
ribas do rio pardo,1,66.13
cachoeira do brumado,1,211.17000000000002
cacaulandia,1,108.73
patis,1,65.0
passo de camaragibe,1,110.27999999999999
passira,1,461.72
paraiso das aguas,1,53.34
camacho,1,80.9
bataipora,1,180.10000000000002
barrocas,1,118.25999999999999
barro preto,1,146.57999999999998
rincao,1,97.63
caetes,1,166.04000000000002
caem,1,80.02
paranapoema,1,140.49
paraju,1,105.74000000000001
cajuri,1,71.53
cajueiro,1,138.15
cajari,1,316.3
passagem franca,1,87.66
passagem,1,1265.83
passa tempo,1,146.46
caldeirao grande do piaui,1,180.76
caldas do jorro,1,394.52
caldas brandao,1,192.32
calcado,1,223.54
pancas,1,198.9
palmopolis,1,113.19999999999999
rio grande do piaui,1,45.7
rio espera,1,176.45000000000002
rio dos indios,1,102.75
rio dos cedros,1,67.82
rio doce,1,96.2
cajapio,1,149.16
cairu,1,78.64
caicara do norte,1,1157.41
caibate,1,340.23999999999995
paraiso do sul,1,47.29
cambiasca,1,38.089999999999996
cambara do sul,1,400.64
paineiras,1,81.98
paial,1,165.71
padre paraiso,1,77.57
padre gonzales,1,69.53999999999999
padre carvalho,1,582.94
pacuja,1,538.4
pacotuba,1,69.14
riversul,1,102.03
rio rufino,1,76.66
palminopolis,1,237.94
palmeira d oeste,1,64.42
palmares paulista,1,70.92999999999999
palhano,1,136.6
calmon,1,67.5
campo alegre de lourdes,1,124.88999999999999
onda verde,1,89.49000000000001
olhos d'agua,1,119.84
barreira,1,142.01
barra longa,1,1341.55
barra do rio azul,1,148.71
campinacu,1,195.91
osvaldo kroeff,1,262.16
orobo,1,142.63
orizania,1,190.08999999999997
ouvidor,1,401.07
ouro verde do oeste,1,27.380000000000003
ouro verde de goias,1,98.23
ouro,1,310.25
ourizona,1,167.8
ourem,1,66.05
oiapoque,1,425.24
novo planalto,1,46.29
novo mundo,1,77.13
sabaudia,1,20.42
rubineia,1,112.2
rubelita,1,80.88
rosario do ivai,1,47.230000000000004
rosario,1,79.04
romelandia,1,176.87
campo grande do piaui,1,190.88
campo florido,1,92.02
campo do tenente,1,71.03999999999999
campo do brito,1,114.89
campo azul,1,96.22
campo alegre do fidalgo,1,263.94
campo alegre de minas,1,137.93
novo jardim,1,60.98
novo itacolomi,1,122.22
novo cabrais,1,71.15
novo brasil,1,103.75
novo alegre,1,319.09000000000003
novais,1,111.99000000000001
nova vicosa,1,271.01
nova ubirata,1,123.75
nova timboteua,1,133.05
campos verdes,1,413.04
barra do jacare,1,71.42999999999999
barra de santa rosa,1,291.5
sacra familia do tingua,1,149.04
saboeiro,1,201.83
oleo,1,73.34
olaria,1,96.22
candido mendes,1,316.58000000000004
sambaiba,1,215.47
salvador do sul,1,206.99
salto grande,1,674.34
salto do itarare,1,276.46999999999997
salobro,1,89.15
salinas da margarida,1,82.12
campo magro,1,64.75999999999999
nova santa barbara,1,130.53
nova roma do sul,1,1127.29
nova roma,1,67.59
nova resende,1,26.09
nova redencao,1,36.69
nova padua,1,89.36000000000001
novo machado,1,77.66
novo lino,1,114.26
nova esperanca do sudoeste,1,100.33
nova esperanca do piria,1,2252.66
santa clara d'oeste,1,115.44
santa cecilia do pavao,1,72.14
santa brigida,1,104.73
santa barbara do para,1,245.45
santa amelia,1,175.87
sanga puita,1,53.69
sandolandia,1,841.28
nova luzitania,1,34.75
nova laranjeiras,1,251.59
nova lacerda,1,380.75
nova ipixuna,1,517.03
nova independencia,1,34.86
nova guataporanga,1,117.75999999999999
nova guarita,1,41.79
nova araca,1,136.59
nova america da colina,1,76.65
nova america,1,66.11
barauna,1,288.37
barao do triunfo,1,99.13999999999999
barao de juparana,1,46.72
barao ataliba nogueira,1,1351.51
barao,1,57.53
banzae,1,127.41999999999999
bandeirantes d'oeste,1,65.09
candido godoi,1,1005.8399999999999
candeias do jamari,1,338.74
candeal,1,176.65
canapi,1,377.32
canaa,1,69.54
nova floresta,1,155.0
nantes,1,91.05
santa leopoldina,1,107.78
santa isabel do rio preto,1,761.8199999999999
santa filomena,1,186.4
santa fe de minas,1,178.27
santa cruz do timbo,1,49.31
santa cruz do piaui,1,158.38
nossa senhora do o,1,61.61
nossa senhora de lourdes,1,118.1
nossa senhora de caravaggio,1,154.38
nossa senhora das dores,1,598.23
nortelandia,1,210.64000000000001
nobres,1,59.910000000000004
cantanhede,1,735.85
nova crixas,1,176.18
nova boa vista,1,75.85
caparao,1,64.42
canudos,1,232.89000000000001
canto do buriti,1,674.83
nacip raydan,1,92.16000000000001
mutunopolis,1,58.56
mutum parana,1,62.57
banabuiu,1,139.61
balsa nova,1,33.97
balbinos,1,69.29
santa luzia do parua,1,115.78
santa luzia do norte,1,44.95
candoi,1,79.5
neopolis,1,257.1
nazare da mata,1,114.56
natividade da serra,1,138.89
natercia,1,57.5
capoeiras,1,190.53
santa rita de jacutinga,1,45.089999999999996
santa rita da floresta,1,96.8
santa quiteria do maranhao,1,100.75
santa maria do salto,1,50.480000000000004
santa maria do herval,1,115.44
mussurepe,1,117.94
murucupi,1,162.13
muritiba,1,222.63
murici,1,84.05
mucurici,1,415.66
mucuge,1,285.74
mucambo,1,149.14000000000001
mossamedes,1,84.14
capela nova,1,121.27
capela do alto alegre,1,56.78
monteiropolis,1,203.43
baixa grande do ribeiro,1,213.47
baixa grande,1,66.24
bacaxa,1,72.50999999999999
aurora do para,1,115.46000000000001
santa salete,1,95.0
santa rosa do sul,1,218.27
santa rita do itueto,1,77.57
morro vermelho,1,40.989999999999995
morro redondo,1,233.66
morro grande,1,158.57999999999998
morro do pilar,1,87.64
morro do ferro,1,154.38
morro de sao paulo,1,832.0
morro da garca,1,227.14
morro agudo de goias,1,50.68
monte bonito,1,50.34
monte belo do sul,1,116.74000000000001
monte alverne,1,282.01
monte alegre de sergipe,1,128.0
montanhas,1,361.07
santana do itarare,1,71.53
santana do ipanema,1,285.45
santana do deserto,1,206.99
santana do capivari,1,39.519999999999996
santana de pirapama,1,70.74
capivari do sul,1,197.95
capitao eneas,1,98.84
capitao andrade,1,199.0
capitao,1,146.5
capistrano,1,72.16
montividiu do norte,1,33.089999999999996
miravania,1,50.1
mirante da serra,1,165.60000000000002
aurilandia,1,176.2
augustinopolis,1,144.89
atilio vivacqua,1,107.78
atalanta,1,351.0
atalaia,1,137.65
assuncao,1,132.69
santo amaro das brotas,1,62.28
santana do sobrado,1,54.82
montadas,1,120.89999999999999
caraibas,1,249.8
caracol,1,111.1
monsenhor paulo,1,69.12
monte santo,1,40.0
monte gordo,1,224.17000000000002
carmesia,1,280.63
santo antonio do leverger,1,124.41
santo antonio do leste,1,237.55
santo antonio do canaa,1,194.88
santo antonio do caiua,1,302.55
santo antonio do aventureiro,1,88.91999999999999
santo antonio do aracangua,1,1117.99
santo antonio das queimadas,1,112.11999999999999
santo antonio,1,507.98
moncao,1,143.35999999999999
mombaca,1,247.98000000000002
moema,1,214.12
moeda,1,85.46000000000001
mocajuba,1,85.6
missi,1,152.95
missao velha,1,40.62
mauriti,1,57.28
arvoredo,1,49.4
arroio trinta,1,185.84
santo antonio dos campos,1,177.99
santo antonio do taua,1,57.739999999999995
santo antonio do rio abaixo,1,24.23
santo antonio do planalto,1,221.07
caridade,1,99.9
mimoso de goias,1,179.12
miranda do norte,1,154.64
miraguai,1,183.29
miradouro,1,64.42
mira estrela,1,213.56
ministro andreazza,1,120.05000000000001
minduri,1,43.18
minas do leao,1,280.72
matoes,1,106.3
mato rico,1,92.65
matias olimpio,1,841.4
sao bernardino,1,208.48000000000002
sao bento abade,1,31.1
sao bentinho,1,69.15
sao benedito do sul,1,64.83
sao benedito do rio preto,1,133.22
santo inacio,1,79.7
santo hipolito,1,119.88000000000001
santo expedito do sul,1,237.54000000000002
santo expedito,1,293.46
assare,1,118.25999999999999
messias targino,1,106.85
meridiano,1,140.47
medicilandia,1,43.14
sao domingos das dores,1,72.45
sao desiderio,1,161.19
arraial d ajuda,1,90.7
aroeiras,1,167.48000000000002
aribice,1,76.15
arenopolis,1,128.9
sao cristovao do sul,1,137.07
sao clemente,1,154.86
sao carlos do ivai,1,119.95
sao bras,1,54.739999999999995
sao bonifacio,1,116.46000000000001
carnauba dos dantas,1,168.45000000000002
carnaiba do sertao,1,99.1
carmolandia,1,167.45
mata,1,418.35
matriz de camaragibe,1,84.9
martinesia,1,53.230000000000004
marques de souza,1,45.0
mariopolis,1,173.95000000000002
marilena,1,107.86999999999999
marilandia do sul,1,178.27
marilac,1,942.78
mariental,1,1867.85
maribondo,1,100.97
mariano moro,1,137.26
sao francisco do gloria,1,91.35000000000001
sao francisco do brejao,1,82.75
sao felix do coribe,1,266.06
sao felix do araguaia,1,134.64
sao felix de minas,1,409.5
sao felix,1,44.69
sao domingos do araguaia,1,270.65
mandirituba,1,26.77
manaira,1,147.4
mampituba,1,58.550000000000004
areial,1,194.82
sao geraldo do baguari,1,142.96
sao geraldo da piedade,1,181.76000000000002
marcelino vieira,1,169.02
maranhaozinho,1,76.57
maquine,1,207.39999999999998
mansidao,1,65.78999999999999
manoel urbano,1,248.71
cassia dos coqueiros,1,90.17
caseiros,1,152.66
cascalho rico,1,85.92
marechal deodoro,1,379.2
marcos parente,1,64.5
macieira,1,55.56
machados,1,142.66
machadinho,1,65.6
sao joao de petropolis,1,43.089999999999996
sao joao da urtiga,1,156.64000000000001
sao joao da ponte,1,496.76
sao joao da parauna,1,187.84
sao goncalo do rio das pedras,1,196.5
mamonas,1,246.36
cedro,1,356.11
caxingo,1,53.84
caxambu do sul,1,34.6
caturama,1,40.79
malhador,1,58.14
castanheiras,1,80.8
manfrinopolis,1,138.07999999999998
lutecia,1,908.84
cerrito,1,77.57
aratiba,1,106.49
arataca,1,865.78
araripe,1,155.0
arara,1,137.14000000000001
arapua,1,112.77
sao joao do sobrado,1,73.56
sao joao do sabugi,1,51.739999999999995
major porto,1,100.33
maiquinique,1,139.48000000000002
magalhaes de almeida,1,323.52
mae d'agua,1,90.89
madalena,1,176.24
macuco de minas,1,215.14
macuco,1,90.88000000000001
centralina,1,45.089999999999996
central de santa helena,1,158.76
central,1,142.89
centenario,1,162.47
ceilandia,1,68.84
cedro do abaete,1,58.09
sao jose da tapera,1,144.47
sao jose da boa vista,1,137.07
sao jorge do oeste,1,60.53
sao jorge do ivai,1,395.96
sao jorge d'oeste,1,111.02000000000001
sao jorge,1,87.02000000000001
sao joaquim do monte,1,107.95
macaubal,1,121.91
macambira,1,259.15
luziapolis,1,181.62
liberato salzano,1,31.22
leopolis,1,31.38
leopoldo de bulhoes,1,300.76
arapoema,1,98.57
arantina,1,204.41
aramina,1,111.61000000000001
arame,1,64.14
araguana,1,224.07
sao jose do campestre,1,307.46
luis correia,1,153.36
lucena,1,127.17
loreto,1,1643.64
lindolfo collor,1,130.65
lindoia do sul,1,120.22
cerejeiras,1,161.23
centro novo do maranhao,1,352.81
lavrinhas,1,621.35
laranja da terra,1,85.60000000000001
lamim,1,108.63000000000001
lamarao,1,81.34
lajeado grande,1,145.08
aracatu,1,95.75999999999999
sao jose do xingu,1,72.52
sao jose do serido,1,203.31
sao jose do ribeirao,1,115.84
sao jose do piaui,1,173.88
sao jose do inhacora,1,102.69999999999999
cha grande,1,186.48999999999998
cha de alegria,1,108.94999999999999
cezarina,1,31.72
cerro negro,1,153.32
cerro grande,1,68.02
charrua,1,141.63
chapadao do lageado,1,321.90000000000003
laje do muriae,1,235.28
lagoinha do piaui,1,149.61
lagoao,1,175.42999999999998
lagoa salgada,1,82.72
lagoa real,1,459.92
sao mamede,1,137.1
sao luiz do norte,1,148.33
sao lourenco do piaui,1,191.11
sao jose dos cordeiros,1,258.03
araguaia,1,67.23
araguacu,1,162.86
aragoiania,1,112.9
leoberto leal,1,40.089999999999996
lencois,1,307.68
lagoa de sao francisco,1,107.02
lagoa da canoa,1,204.53
lagoa d'anta,1,194.34
lagoa,1,180.76
lago verde,1,134.01
sao patricio,1,172.95999999999998
sao nicolau,1,138.6
sao miguel do cambui,1,77.57
sao miguel do anta,1,254.08999999999997
sao miguel do aleixo,1,70.86
sao miguel das matas,1,221.0
sao mateus de minas,1,82.88
chorrocho,1,73.18
chorozinho,1,398.42
chiapetta,1,148.15
chaval,1,179.45
ciriaco,1,252.74
cipo-guacu,1,78.71
cipo,1,230.12
cidelandia,1,528.8
aquiraz,1,398.85
aquidaba,1,113.55
apuarema,1,204.38
apore,1,197.38
apora,1,65.7
aparecida do rio negro,1,172.57999999999998
sao pedro da agua branca,1,336.56
lagoa dos tres cantos,1,91.18
lagoa dos patos,1,74.05
lagoa do piaui,1,106.38
lagoa do mato,1,61.620000000000005
lagoa de velhos,1,234.19
jose boiteux,1,165.0
joaquim pires,1,37.81
sao sebastiao de campos,1,38.9
sao sebastiao da serra,1,171.35
sao sebastiao da amoreira,1,63.230000000000004
sao rafael,1,62.28
sao pedro do sul,1,121.97
sao pedro do iguacu,1,142.96
sao pedro do butia,1,116.19
jussiape,1,53.79
juruti,1,75.53
juru,1,919.38
juripiranga,1,157.99
jurema,1,54.34
claro dos pocoes,1,123.67999999999999
claraval,1,197.04
jerico,1,113.08
jequeri,1,676.84
sao vitor,1,121.09
sao vendelino,1,37.089999999999996
sao sebastiao do rio verde,1,332.58
sao sebastiao do paraiba,1,571.16
coite do noia,1,111.01
coimbra,1,55.01
cocos,1,73.27000000000001
cocalzinho de goias,1,203.08
cocais,1,281.3
coari,1,1259.0400000000002
joao dourado,1,36.69
jucas,1,363.96
joselandia,1,109.17999999999999
jose da penha,1,196.43
jaquirana,1,547.98
aparecida de monte alto,1,199.26
aparecida d'oeste,1,31.75
antunes,1,135.39
antonio martins,1,97.67
antonio goncalves,1,51.69
antonina do norte,1,130.57999999999998
jenipapo de minas,1,22.58
jaupaci,1,105.28
jaua,1,177.38
jardim olinda,1,189.84
jardim de piranhas,1,48.739999999999995
jardim abc de goias,1,34.089999999999996
joaima,1,53.0
jiquirica,1,519.9300000000001
jeriquara,1,144.65
japaraiba,1,132.46
janduis,1,119.38
jandaia,1,53.4
jampruca,1,262.83
jamapara,1,49.6
jamaica,1,71.85
selbach,1,68.13
segredo,1,60.14
sede alvorada,1,154.9
sebastiao leal,1,75.89
saubara,1,228.60000000000002
satiro dias,1,41.29
sarutaia,1,71.82
sardoa,1,137.99
comercinho,1,144.65
combinado,1,54.629999999999995
jaboticatubas,1,808.8699999999999
serio,1,39.69
sento se,1,76.08
senhora dos remedios,1,44.51
senador salgado filho,1,102.49
senador la rocque,1,124.43
senador jose porfirio,1,31.63
senador cortes,1,400.65999999999997
jaguaribara,1,125.23
jaguarembe,1,53.31
jaguaracu,1,71.03999999999999
jacuizinho,1,74.26
jacuipe,1,34.78
japoata,1,220.60000000000002
japi,1,294.19
japaratuba,1,138.24
itiquira,1,160.66
serranopolis de minas,1,136.5
serra dos dourados,1,83.33
serra do salitre,1,72.05
serra branca,1,142.26
serra bonita,1,232.82
serra azul,1,108.52000000000001
ivora,1,175.79000000000002
itutinga,1,96.01
itupiranga,1,602.38
confins,1,444.25
conceicao do formoso,1,215.24
conceicao do caninde,1,181.81
conceicao do almeida,1,120.14
conceicao da ibitipoca,1,55.09
jacareacanga,1,86.03999999999999
contenda,1,104.61000000000001
constantina,1,348.77
conselheiro mairinck,1,81.55
conrado,1,126.12
conquista d'oeste,1,154.04
silveira martins,1,155.14
silveira carvalho,1,42.269999999999996
silvanopolis,1,273.88
silvano,1,117.94
severiano melo,1,190.82999999999998
sete de setembro,1,75.72999999999999
sertao santana,1,39.129999999999995
itatiba do sul,1,55.95
itarema,1,99.95
itaporanga d'ajuda,1,263.24
condeuba,1,73.83
coreau,1,54.81
cordeiros,1,363.64
itape,1,258.56
anhumas,1,72.42
anhembi,1,120.09
anhandui,1,83.23
angustura,1,166.29
anguera,1,144.99
angicos,1,101.77
angical do piaui,1,80.92
angical,1,293.5
angelo frechiani,1,43.6
angelina,1,142.04999999999998
angelica,1,76.86
coracao de maria,1,306.06
coqueiros do sul,1,49.06
coronel murta,1,255.84
itaju do colonia,1,56.69
andre da rocha,1,146.13
andarai,1,109.5
anaurilandia,1,86.24
ananas,1,122.75999999999999
siriji,1,77.03
simplicio mendes,1,50.75
simao pereira,1,175.41
itaparica,1,188.36
itapage,1,236.13
itanhem,1,278.65999999999997
itanhanga,1,88.05
coronel joao pessoa,1,124.33000000000001
coronel freitas,1,98.64999999999999
coronel domingos soares,1,106.87
itaguari,1,913.7
itaguacu da bahia,1,267.89
itagimirim,1,193.06
itacoatiara,1,92.97999999999999
itabirinha,1,157.41
suzanapolis,1,88.94
sulina,1,45.0
solanea,1,519.29
sobralia,1,40.0
andrequice,1,215.14
correntes,1,221.59
corrego fundo,1,144.65
corrego do ouro,1,45.01
corrego danta,1,57.62
coronel sapucaia,1,106.23
coronel pacheco,1,99.9
ipiranga de goias,1,139.98000000000002
amparo da serra,1,66.06
amontada,1,81.57
americo de campos,1,293.35999999999996
america dourada,1,217.92000000000002
amargosa,1,71.81
amarante,1,953.84
taboquinhas,1,303.27
itaara,1,73.15
isaias coelho,1,209.46
iretama,1,139.59
itabi,1,141.03
cotipora,1,127.53
cotegipe,1,103.14999999999999
corumbatai do sul,1,45.78
itaicaba,1,70.03
ipaumirim,1,307.10999999999996
iomere,1,63.79
inocencia,1,54.82
inhuma,1,112.35
tangara,1,373.82
tamboara,1,24.09
tamandare,1,73.84
taiacu,1,70.51
tacuru,1,170.71
tabuleiro do norte,1,71.88
anage,1,97.38
ipupiara,1,525.85
ipuiuna,1,188.34
ipueira,1,228.57
ipiranga do sul,1,133.25
ipiranga do norte,1,114.83
igaratinga,1,336.38
alvorada do gurgueia,1,87.85
alvorada d'oeste,1,430.1
tapurah,1,145.11
tapinas,1,135.07999999999998
taperuaba,1,82.42
tapera,1,79.07
taparuba,1,104.37
independencia,1,136.05
ilicinea,1,105.28
cruzeiro do iguacu,1,148.15
cravolandia,1,187.83
ingai,1,109.38
inga,1,169.99
indiaroba,1,68.8
ipecaeta,1,40.19
igapora,1,56.78
teixeira soares,1,657.9200000000001
teixeira,1,69.05
tecainda,1,165.13
tavares,1,273.62
taquarucu do sul,1,93.28999999999999
taquarana,1,190.43
amapa do maranhao,1,50.05
amanari,1,419.39
crucilandia,1,30.47
crominia,1,61.0
croata,1,87.8
cristinapolis,1,145.37
ilha grande,1,174.68
ilha dos valadares,1,93.59
igrapiuna,1,52.05
ibitita,1,1534.58
ibitira,1,421.03
ibitioca,1,244.91000000000003
ibitiara,1,157.28
terra nova,1,267.93
termas de ibira,1,87.15
terezinha,1,65.62
teresina de goias,1,96.8
terenos,1,85.26
tenente ananias,1,273.92
telha,1,229.65
cupira,1,65.53
cujubim,1,132.94
cuite velho,1,35.089999999999996
igarape-miri,1,65.03
igarape-acu,1,94.76
ibiracatu,1,148.15
ibipeba,1,86.39
ibicuitinga,1,54.62
ibiara,1,321.98
alto sao joao,1,73.25
alto piquiri,1,432.5
tibau do sul,1,144.79
delfim moreira,1,39.37
datas,1,920.94
curvelandia,1,243.78
curralinho,1,355.29
curral de cima,1,199.0
ibirapua,1,141.42
icatu,1,892.9
icaraima,1,43.95
ibitiuva,1,27.689999999999998
guzolandia,1,143.31
guiricema,1,161.56
guinda,1,47.11
guimaraes,1,252.11
trabiju,1,279.91
tome-acu,1,50.62
tocos do moji,1,74.36
tiradentes do sul,1,67.7
ibiajara,1,65.8
ibertioga,1,181.21
ibema,1,173.89000000000001
ibarama,1,167.92000000000002
iaras,1,93.57
humildes,1,360.81
humberto de campos,1,81.57
ibiracu,1,57.5
desterro de entre rios,1,58.28
desterro,1,639.98
desembargador otoni,1,196.02
demerval lobao,1,40.379999999999995
guatapara,1,87.97
guassusse,1,169.92000000000002
alto alegre do maranhao,1,123.32000000000001
altinho,1,50.94
alpestre,1,136.98000000000002
traipu,1,63.790000000000006
tracunhaem,1,689.87
tracuateua,1,39.61
hulha negra,1,372.06
herveiras,1,125.52
herval,1,192.56
heliopolis,1,169.28
divinesia,1,333.51
dias d avila,1,61.79
guapirama,1,107.78
guape,1,210.48000000000002
trombas,1,32.07
treviso,1,136.98000000000002
tres irmaos,1,171.20000000000002
tres forquilhas,1,98.13
travesseiro,1,32.71
alto alegre do pindare,1,259.56
guaraquecaba,1,63.37
guarapua,1,75.17
guia lopes da laguna,1,48.22
diamante d'oeste,1,307.69
dezesseis de novembro,1,102.75
desterro do melo,1,35.86
grupiara,1,148.94
groairas,1,178.5
gramado xavier,1,68.97
almirante tamandare do sul,1,65.0
almino afonso,1,470.01
almas,1,113.56
alianca,1,89.92999999999999
alfredo marcondes,1,169.23
alexandrita,1,130.0
tunapolis,1,343.68
tumiritinga,1,480.31
tuiuti,1,60.85
divinopolis do tocantins,1,139.26999999999998
divinopolis de goias,1,94.3
divino de sao lourenco,1,149.16
divino das laranjeiras,1,51.099999999999994
dom macedo costa,1,82.83
dom joaquim,1,163.38
dom cavati,1,93.08
dois riachos,1,152.25
doce grande,1,67.72
divisa nova,1,788.71
gramado dos loureiros,1,237.54000000000002
graccho cardoso,1,723.72
ubai,1,61.730000000000004
turvelandia,1,42.4
tururu,1,215.6
tupassi,1,32.379999999999995
tuparece,1,31.73
guamiranga,1,284.89
guairaca,1,100.44
guabiju,1,51.83
general maynard,1,217.85
general camara,1,106.87
uniao da serra,1,33.6
uniao,1,393.32
umburatiba,1,134.7
umburanas,1,123.75
ulianopolis,1,64.4
uirauna,1,285.36
ubirajara,1,96.09
ubata,1,210.18
governador mangabeira,1,116.26
governador eugenio barros,1,417.45
governador dix-sept rosado,1,194.82
gongogi,1,52.129999999999995
goncalves dias,1,99.25
goiandira,1,113.13000000000001
douradina,1,118.65
dona emma,1,47.81
garruchos,1,79.03999999999999
urucania,1,200.32999999999998
uruburetama,1,87.8
uruana de minas,1,33.0
unistalda,1,64.47
uniao dos palmares,1,309.25
uniao do sul,1,249.2
uniao do oeste,1,40.089999999999996
godoy moreira,1,1101.83
gloria de dourados,1,76.0
glaura,1,89.36000000000001
girau do ponciano,1,74.05
gilbues,1,356.51
gentio do ouro,1,121.1
galvao,1,78.02
galinhos,1,275.48
galia,1,217.64
gabriel monteiro,1,48.72
frutuoso gomes,1,115.87
frei rogerio,1,121.09
frei lagonegro,1,260.34000000000003
frei gaspar,1,89.19
alexandra,1,51.31
alegria,1,58.28
alegrete do piaui,1,173.88
alcantara,1,464.86
alagoa nova,1,164.29
alagoa grande,1,178.52
alagoa,1,93.98
urucuia,1,168.29000000000002
fontoura xavier,1,214.16
fonseca,1,107.53
florinia,1,57.61
vargem grande do rio pardo,1,365.98
vargem grande,1,137.01
vargem alegre,1,94.71
vargeao,1,520.65
vanini,1,106.87
vale do sol,1,37.089999999999996
valao do barro,1,86.53999999999999
francisco santos,1,41.7
francisco dantas,1,224.78
fragosos,1,115.89999999999999
foz do jordao,1,64.1
fortim,1,205.53
fortaleza dos valos,1,119.95
flora rica,1,237.26
filadelfia,1,99.16000000000001
varzea,1,150.18
ajapi,1,121.34
aiuaba,1,147.38
aguia branca,1,31.130000000000003
agudo,1,32.1
aguas mornas,1,104.52000000000001
aguas frias,1,318.98
vargem grande do soturno,1,111.02000000000001
duere,1,158.77
duas barras,1,36.95
doutor ulysses,1,158.61
doutor camargo,1,230.63
formosa do oeste,1,86.15
formosa da serra negra,1,155.5
elisiario,1,64.1
ferreiros,1,133.94
fernao,1,40.85
fenix,1,67.92
feliz natal,1,279.38
felixlandia,1,90.28
vermelho novo,1,52.099999999999994
vermelho,1,116.78999999999999
venda branca,1,134.82999999999998
varzedo,1,65.53
varzea nova,1,108.53
varzea do poco,1,73.83
florida,1,86.15
floresta do araguaia,1,186.79000000000002
flores de goias,1,43.22
florania,1,60.34
farol,1,152.72
fagundes,1,220.74
ewbank da camara,1,98.16
esmeralda,1,160.76
erico cardoso,1,24.88
vila flor,1,137.98000000000002
vila bela da santissima trindade,1,46.78
vieiras,1,345.15
vicosa do ceara,1,43.79
vicentina,1,216.07
vicente dutra,1,31.22
vespasiano correa,1,163.25
vertentes,1,49.62
engenheiro navarro,1,2106.55
engenheiro balduino,1,205.54
embauba,1,414.81
wagner,1,147.69
adustina,1,102.27
adrianopolis,1,89.17
adhemar de barros,1,166.29
acucena,1,54.11
acari,1,412.43
virginia,1,54.129999999999995
vila reis,1,86.15
vila pereira,1,109.21
vila nova do sul,1,101.34
estrela d'oeste,1,257.45
estrela d oeste,1,156.33
estiva,1,29.130000000000003
estevao de araujo,1,32.43
erere,1,226.23
erebango,1,139.42
ponto belo,1,98.56
pontes gestal,1,135.07999999999998
ponte alta do norte,1,59.46
pontao,1,71.78999999999999
abdon batista,1,156.70000000000002
vitorinos,1,105.36999999999999
vitorino,1,67.23
vitoria do mearim,1,64.85
vitoria do jari,1,137.27
